State Id,OfficeName,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
163521,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/21/2019,Unknown Status,9/9/2020,,                              ,,,,,,,,,,,,,,
93898,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Unsuccessful Completion - Dropped Out,GRID Alternatives Mid-Atlantic,Solar Works,5,3/8/2019,Successful Completion Employed,5/28/2019,,5/21/2019,Express Employment Pro,Greenbelt,MD,Laborer,32,14.75,0,0,9,0,561311,,,
70248,DC Infrastructure Academy,313,Enrolled In State And Local Training,4/4/2019,4/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,4/5/2019,,,,                              ,,,,,,,,,,,,,,
193849,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,,,,                              ,,,,,,,,,,,,,,
218529,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/28/2019,9/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/28/2019,,,,                              ,,,,,,,,,,,,,,
504897,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,5/24/2019,Successful Completion Employed,6/19/2019,,6/19/2019,Eugene McCuthen,,,laborer/mover,40,15,0,0,9,0,,,,
505300,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/24/2019,Successful Completion Employed,8/1/2019,,6/11/2019,Solar United Neighbors,Washington,DC,Program Coordinator,40,21.88,1,1,9,0,423720,,,
173899,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/20/2019,7/8/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),5,6/21/2019,,,,                              ,,,,,,,,,,,,,,
112663,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/14/2019,,,,                              ,,,,,,,,,,,,,,
95840,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/29/2019,3/25/2019,Unsuccessful Completion - Dropped Out,Excel Automotive Institute,Automotive Foundations,,,,,,                              ,,,,,,,,,,,,,,
484061,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,1/23/2020,,8/5/2019,utiliquest,,,Line Locator,40,15,1,1,9,0,,,,
106521,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,10/29/2019,,10/28/2019,Pepco Holdings Inc,Washington,DC,substation technician,40,22.14,1,1,9,0,551112,,,
471887,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Linemen,40,20,1,1,9,0,221122,,,
507344,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/24/2019,6/28/2019,Unsuccessful Completion - Dropped Out,GRID Alternatives Mid-Atlantic,Solar Works,5,8/2/2019,,,,                              ,,,,,,,,,,,,,,
505796,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,,,,                              ,,,,,,,,,,,,,,
148110,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,Successful Completion Employed,6/21/2019,,6/21/2019,V-Tech Solutions,,,Laborer,40,14.5,0,0,9,0,,,,
449714,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/14/2019,Successful Completion Employed,9/18/2019,,4/30/2019,Shake Shack Inc,New York,NY,Team Member,32,14.35,0,0,9,0,,,,
475618,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,,,,                              ,,,,,,,,,,,,,,
506621,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Unsuccessful Completion - Failed to Report,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,Unknown Status,9/22/2020,,                              ,,,,,,,,,,,,,,
9425,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/22/2019,9/8/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,7/11/2019,Successful Completion Employed,2/6/2020,,2/6/2020,Crescent Hospitality Corporation,Alexandria,VA,Floor Houseperson,40,12.56,1,1,9,0,,,,
475618,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,,,,                              ,,,,,,,,,,,,,,
348710,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/5/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
148110,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,3/29/2019,Successful Completion Employed,6/21/2019,,6/21/2019,V-Tech Solutions,,,Laborer,40,14.5,0,0,9,0,,,,
505119,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,10/21/2019,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,,,,,,                              ,,,,,,,,,,,,,,
96525,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,Successful Completion Employed,6/16/2019,,6/16/2019,Tyson Project Management Group,Washington,DC,Office mover,44,15,0,0,9,0,541614,,,
347139,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/28/2019,,,,                              ,,,,,,,,,,,,,,
480144,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Unknown Status,4/15/2020,,                              ,,,,,,,,,,,,,,
132057,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
106009,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/9/2019,,,,                              ,,,,,,,,,,,,,,
203545,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/20/2019,7/8/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),5,6/21/2019,Successful Completion Employed,4/17/2019,,4/17/2019,Woodspring Suites-Wa DC,Suitland,MD,Guest Services Ambassador,40,12,1,1,9,0,721110,,,
505863,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,4,6/7/2019,,,,                              ,,,,,,,,,,,,,,
9182,DC Infrastructure Academy,313,Enrolled In State And Local Training,5/30/2019,5/31/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,5/31/2019,Successful Completion Employed,10/23/2019,,10/23/2019,COSTCO WHOLESALE CORPORATION,,,FOOD SERVICE,40,15,1,1,9,0,,,,
182055,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
463231,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,9/10/2019,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
261155,American Job Center - Northeast,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,Successful Completion Employed,2/28/2020,,8/8/2019,Tompkins-Washington,,,Laborer Journe,40,25.05,0,0,9,0,,,,
263116,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
178730,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,9/27/2019,Unsuccessful Completion - Dropped Out,Toni Thomas Associates,Commercial Driver's License Class B,5,6/7/2019,Successful Completion Employed,6/18/2019,,6/18/2019,Flagger Force,Glen Burnie,MD,flagger,40,13.5,0,0,9,0,237310,,,
261415,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,3/11/2019,Unsuccessful Completion - Did Not Meet Requirement,GRID Alternatives Mid-Atlantic,Solar Works,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
513589,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,11/18/2019,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,2/25/2020,,2/25/2020,The Community Foundation for the National Captail Region,Washington,DC,Service Maintenance Technician,40,15.75,1,1,9,0,813211,,,
360956,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,5,9/4/2019,Successful Completion Employed,1/6/2020,,1/6/2020,Iron Bow Technologies,Chantilly,VA,Helpdesk Technician,40,21.15,1,1,9,0,541511,,,
31588,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/25/2019,Successful Completion,9/19/2020,,                              ,,,,,,,,,,,,,,
431391,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/6/2019,6/7/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
92508,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/25/2019,7/26/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
143180,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/28/2019,8/2/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,8/2/2019,,,,                              ,,,,,,,,,,,,,,
24760,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Successful Completion Employed,3/4/2020,,2/3/2020,Centerra Group LLC,Upper Marlboro,MD,Protective Security Ofcr,40,16.37,1,1,9,0,561612,,,
6667,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/1/2019,7/22/2019,Unsuccessful Completion - Dropped Out,Toni Thomas Associates,Commercial Driver's License Class B,,,Successful Completion Employed,3/2/2020,,5/11/2018,Transdev,Silver Spring,MD,Driver in Training,40,16,1,1,9,0,488210,,,
483684,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Unsuccessful Completion - Dropped Out,CC Prep - MLK,Help Desk IT Training,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
211890,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),2/11/2019,8/9/2019,Successful Completion,Excel Automotive Institute,Automotive Foundations,5,5/17/2019,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
91517,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/6/2019,7/26/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,7/26/2019,Successful Completion Employed,3/18/2020,,3/18/2020,Intersolutions Inc,Washington,DC,Maintence,40,17,1,1,9,0,999990,,,
345788,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/3/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,Successful Completion Employed,9/25/2019,,9/20/2019,Fort Myer Construction Corp,Silver Spring,MD,Flagger,40,18.01,0,0,9,0,236115,,,
71769,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
5349,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,7/26/2019,,,,                              ,,,,,,,,,,,,,,
171072,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Lineman,40,20,1,1,9,0,221122,,,
413678,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,12/13/2019,,,,                              ,,,,,,,,,,,,,,
154637,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,12/4/2019,,12/4/2019,WPP Law Office,,,Office Assistant,40,16,0,0,9,0,,,,
175469,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),1/22/2019,3/15/2019,Successful Completion,ITC Technologies LLC,Cisco Certified Network Associate (CCNA),,,Successful Completion Employed,3/6/2020,,11/23/2019,US Postal Service,Washington,DC,PSE MAIL PROCESSING CLERK,40,17.19,1,1,9,0,491110,,,
484865,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,1/23/2020,,9/14/2019,Dynamic Concepts Inc,Washington,DC,Laborer,40,18,1,1,9,0,541614,,,
25745,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/15/2019,8/16/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,8/2/2019,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
509413,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,,,,                              ,,,,,,,,,,,,,,
176943,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Successful Completion Employed,8/31/2019,,8/31/2019,Sunrise Senior Living - The Jefferson,Arlington,VA,Server,40,10.15,1,1,9,0,624120,,,
252567,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/27/2019,6/28/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/28/2019,Unknown Status,9/21/2020,,                              ,,,,,,,,,,,,,,
52902,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/3/2019,9/4/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/4/2019,,,,                              ,,,,,,,,,,,,,,
391806,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,9/18/2019,,8/21/2019,Area Wide Protective,Upper Marlboro,MD,Protector,40,11.5,0,0,9,0,423610,,,
88079,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/21/2019,3/22/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/22/2019,Successful Completion Employed,2/18/2020,,2/18/2020,Arlington County School,Arlington,VA,Driver,40,15,0,0,9,0,611110,,,
77873,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/28/2019,3/29/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/29/2019,,,,                              ,,,,,,,,,,,,,,
420568,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,9/27/2019,,,,                              ,,,,,,,,,,,,,,
178006,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/20/2019,Successful Completion Employed,1/8/2020,,12/16/2019,Truly Solar,Upper Marlboro,MD,Energy Consultant,40,30,1,1,9,0,,,,
364190,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,4,9/16/2019,,,,                              ,,,,,,,,,,,,,,
151321,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/5/2019,6/5/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,6,6/5/2019,Successful Completion Employed,12/2/2019,,12/2/2019,Powersolv Inc,Reston,VA,Help desk Technician,40,28.63,1,1,9,0,711510,,,
99318,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,12/4/2019,,9/16/2019,ARAMARK,Washington,DC,housekeeping,32,14.3,0,0,9,0,721110,,,
10907,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,Successful Completion Employed,12/4/2019,,7/15/2019,DC Department of Transportation,Washington,DC,Safety Tech,25,18.72,1,1,9,0,926120,,,
485385,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,5/24/2019,Unsuccessful Completion - Dropped Out,University of the District of Columbia (UDC),Quick Path to Energy,,,Unknown Status,6/19/2020,,3/31/2020,Lowe's,,,Merchandising Service Associat,40,12.54,1,1,9,0,,,,
82984,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/28/2019,8/28/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,7/24/2019,Successful Completion Employed,1/31/2020,,10/2/2019,Prospect Waterproofing Co,Sterling,VA,Mechanic,40,20,1,1,9,0,237110,,,
153672,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,,,,                              ,,,,,,,,,,,,,,
505834,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/8/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/8/2019,,,,                              ,,,,,,,,,,,,,,
62249,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/24/2019,9/25/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,9/4/2019,Unknown Status,4/18/2020,,                              ,,,,,,,,,,,,,,
484985,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,9/9/2019,,9/9/2019,Dynamic Concepts Inc,Washington,DC,Laborer,40,18,1,1,9,0,541614,,,
88088,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
220257,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
151880,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,6/7/2019,Successful Completion Employed,10/12/2019,,10/12/2019,Labor Finders,Alexandria,VA,General Laborer,40,12.39,1,1,9,0,561311,,,
203079,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Successful Completion Employed,6/6/2019,,6/6/2019,Soul Tree LLC,Washington,DC,General Clerk,40,20,1,1,9,0,999990,,,
261155,American Job Center - Northeast,313,Enrolled In State And Local Training,7/24/2019,7/24/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,7/24/2019,Successful Completion Employed,2/28/2020,,8/8/2019,Tompkins-Washington,,,Laborer Journe,40,25.05,0,0,9,0,,,,
482345,DC Infrastructure Academy,313,Enrolled In State And Local Training,3/7/2019,3/11/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/11/2019,Successful Completion Employed,2/24/2020,,10/22/2019,"DOLLAR TREE STORES, INC",,,Sales Floor Associate,40,11.5,1,1,9,0,,,,
146826,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),5/24/2021,NA,,"Pepco Holdings, Inc.",Pepco Utility Training Class,6,5/26/2021,,,,                              ,,,,,,,,,,,,,,
320755,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/13/2019,6/14/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,5/31/2019,,,,                              ,,,,,,,,,,,,,,
486648,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,University of the District of Columbia (UDC),Quick Path to Energy,,,Successful Completion Employed,9/9/2019,,9/9/2019,"Pepco Holdings, Inc.",Washington,DC,Lineman,40,20,1,1,9,0,221122,,,
116001,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/25/2019,7/24/2019,Successful Completion,"Pepco Holdings, Inc.",Pepco Utility Training Class,,,Successful Completion Employed,8/27/2019,,8/27/2019,Anchor Construction,Washington,DC,Linemen,40,18,1,1,9,0,236115,,,
94588,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),7/15/2019,9/27/2019,Successful Completion,Opportunities Industrialization Center of Washington-OIC/DC,CompTIA A+,5,9/27/2019,Unknown Status,9/8/2020,,                              ,,,,,,,,,,,,,,
506539,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/1/2019,8/2/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,3/24/2019,Successful Completion Employed,7/21/2019,,7/21/2019,Tradesmen International,Washington,DC,General Laborer,40,15,1,1,9,0,238990,,,
437856,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),4/8/2019,6/28/2019,Unsuccessful Completion - Dropped Out,CC Prep - MLK,Help Desk IT Training,,,Unknown Status,4/15/2020,,                              ,,,,,,,,,,,,,,
107246,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),3/5/2019,5/24/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,3/8/2019,Successful Completion Employed,8/1/2019,,7/11/2019,WDC Solar,Washington,DC,Solar Installer,40,18,0,0,9,0,423720,,,
213266,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,1/1/2019,,1/1/2019,Vensure Employer Services,Mesa,AZ,sales,40,15,1,1,9,0,,,,
129881,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),6/10/2019,9/27/2019,Successful Completion,CC Prep - MLK,Help Desk IT Training,6,6/5/2019,,,,                              ,,,,,,,,,,,,,,
512168,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/13/2019,8/14/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/14/2019,Successful Completion Employed,11/18/2019,,11/18/2019,Skanska Walsh,,,Laborer,40,43.24,1,1,9,0,,,,
481048,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,Successful Completion Employed,3/29/2019,,3/29/2019,Future Care Health Mgmt Corp,Pasadena,MD,Personal Care,60,17,0,0,9,0,623110,,,
127189,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/5/2019,9/6/2019,Successful Completion,The Training Zone of the DMV,OSHA 30,5,7/24/2019,,,,                              ,,,,,,,,,,,,,,
511319,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/8/2019,8/9/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,8/9/2019,Successful Completion Employed,1/15/2020,,1/15/2020,Target,,,Guest Advocate,40,13,1,1,9,0,,,,
465753,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/6/2019,11/21/2019,Successful Completion,Excel Automotive Institute,Automotive- Brakes,5,7/3/2019,,,,                              ,,,,,,,,,,,,,,
163521,DC Infrastructure Academy,313,Enrolled In State And Local Training,6/20/2019,6/21/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,6/21/2019,Unknown Status,9/9/2020,,                              ,,,,,,,,,,,,,,
180921,DC Infrastructure Academy,313,Enrolled In State And Local Training,2/28/2019,3/1/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,3/1/2019,,,,                              ,,,,,,,,,,,,,,
505321,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/11/2019,7/12/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/12/2019,Successful Completion Employed,2/24/2020,,10/14/2019,HILLIS-CARNES SPECIALTY CONSTRUCTION GROUP,Washington,DC,ENGINEERING TECHNICIAN,40,14,1,1,9,0,,,,
82984,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/23/2019,7/24/2019,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/24/2019,Successful Completion Employed,1/31/2020,,10/2/2019,Prospect Waterproofing Co,Sterling,VA,Mechanic,40,20,1,1,9,0,237110,,,
463761,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/24/2019,12/13/2019,Successful Completion,GRID Alternatives Mid-Atlantic,Solar Works,5,9/6/2019,,,,                              ,,,,,,,,,,,,,,
246261,DC Infrastructure Academy,313,Enrolled In State And Local Training,9/25/2019,9/25/2019,Successful Completion,DC Department of Fire & Emergency Services,First Aid/CPR/AED Training,5,9/25/2019,,,,                              ,,,,,,,,,,,,,,
