State Id,Program Title,"Service
Code","Service
Title","Actual
Start
Date","Actual
End
Date","Completion
Status","Service
Provider
Name","Course
Name","Credential
Type 1","Credential
Date 1","Credential
Type 2","Credential
Date 2","Exit
Reason","Exit
Date",Q0 -Wages at Exit,"Employment
Start
Date",EmpName,EmpCity,EmpStateCD,JobTitle,HoursPerWeek,"Placement
Hour
Wage","Medical
Benefits","Other
Benefits","Train
Related
Emp","Non
Traditional
Emp","NAICS
Code",QTR1A Exit,QTR2A Exit,QTR3A Exit
423971,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,9/20/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
423971,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,9/20/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
423971,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,5,9/20/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
175505,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/2/2019,,                              ,,,,,,,,,,,,,,
184666,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/25/2019,,                              ,,,,,,,,,,,,,,
459789,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,1/14/2020,,8/28/2018,Baker DC LLC,Washington,DC,laborer,40,15,1,1,9,0,238110,,,
459789,DC Infrastructure Academy,893,Unsubsidized Employment,8/28/2018,8/28/2018,Successful Completion,,,,,,,Successful Completion Employed,1/14/2020,,8/28/2018,Baker DC LLC,Washington,DC,laborer,40,15,1,1,9,0,238110,,,
459789,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,1/14/2020,,8/28/2018,Baker DC LLC,Washington,DC,laborer,40,15,1,1,9,0,238110,,,
459789,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Successful Completion Employed,1/14/2020,,8/28/2018,Baker DC LLC,Washington,DC,laborer,40,15,1,1,9,0,238110,,,
475591,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/26/2019,,                              ,,,,,,,,,,,,,,
390237,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/3/2019,,                              ,,,,,,,,,,,,,,
390237,DC Infrastructure Academy,101,Orientation,7/26/2018,7/26/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/3/2019,,                              ,,,,,,,,,,,,,,
478580,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,3/8/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
478580,DC Infrastructure Academy,115,Resume Preparation Assistance,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,3/8/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
451545,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,10/2/2019,,                              ,,,,,,,,,,,,,,
29945,DC Infrastructure Academy,101,Orientation,7/11/2018,7/11/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,3/4/2020,,11/29/2018,Labor Finders,Suitland,MD,CONSTRUCTION-GENERAL LABORER,9.5,11.79,1,1,9,0,561311,,,
29945,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,3/4/2020,,11/29/2018,Labor Finders,Suitland,MD,CONSTRUCTION-GENERAL LABORER,9.5,11.79,1,1,9,0,561311,,,
29945,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Successful Completion Employed,3/4/2020,,11/29/2018,Labor Finders,Suitland,MD,CONSTRUCTION-GENERAL LABORER,9.5,11.79,1,1,9,0,561311,,,
97791,DC Infrastructure Academy,101,Orientation,7/12/2018,7/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
97791,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
97791,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
177895,DC Infrastructure Academy,101,Orientation,7/12/2018,7/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/21/2019,,                              ,,,,,,,,,,,,,,
94767,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
94767,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
430251,DC Infrastructure Academy,101,Orientation,7/12/2018,7/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,2/17/2020,,2/17/2020,Teletech,Springfield,VA,GS CSR Tier I,40,14.75,1,1,9,0,,,,
430251,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,2/17/2020,,2/17/2020,Teletech,Springfield,VA,GS CSR Tier I,40,14.75,1,1,9,0,,,,
430251,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Successful Completion Employed,2/17/2020,,2/17/2020,Teletech,Springfield,VA,GS CSR Tier I,40,14.75,1,1,9,0,,,,
57501,DC Infrastructure Academy,101,Orientation,8/1/2018,8/1/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,6/15/2019,,6/15/2019,Eugene McCutchen,Washington,DC,Laborer / Mover,40,15,1,1,9,0,,,,
207958,DC Infrastructure Academy,101,Orientation,7/12/2018,7/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
207958,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/26/2018,7/27/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
207958,DC Infrastructure Academy,608,1K Opportunities,7/26/2018,7/27/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
210391,DC Infrastructure Academy,101,Orientation,7/12/2018,7/12/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
210391,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
210391,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
97707,DC Infrastructure Academy,101,Orientation,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,12/2/2019,,                              ,,,,,,,,,,,,,,
97707,DC Infrastructure Academy,102,Initial Assessment,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,12/2/2019,,                              ,,,,,,,,,,,,,,
97707,DC Infrastructure Academy,138,Career Counseling,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,12/2/2019,,                              ,,,,,,,,,,,,,,
115470,DC Infrastructure Academy,101,Orientation,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
115470,DC Infrastructure Academy,102,Initial Assessment,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
115470,DC Infrastructure Academy,138,Career Counseling,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
115470,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/25/2018,9/25/2018,Unsuccessful Completion - Dropped Out,Excel Automotive Institute,Automotive Foundations,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
355264,DC Infrastructure Academy,101,Orientation,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,7/26/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
355264,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,7/26/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
355264,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,5,7/26/2019,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
25979,DC Infrastructure Academy,101,Orientation,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/25/2019,,                              ,,,,,,,,,,,,,,
203732,DC Infrastructure Academy,101,Orientation,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,10/24/2019,,,Successful Completion Employed,4/17/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,
203732,DC Infrastructure Academy,101,Orientation,8/6/2018,8/6/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,10/24/2019,,,Successful Completion Employed,4/17/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,
203732,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,10/24/2019,,,Successful Completion Employed,4/17/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,
203732,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,5,10/24/2019,,,Successful Completion Employed,4/17/2020,,7/6/2020,Pepco Holdings Inc,Washington,DC,Substation Operations Trainee,40,21.75,1,1,9,0,551112,,,
181858,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
181858,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
181858,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
478742,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,2/28/2020,,9/10/2018,George Washington University Hospital,Washington,DC,PATIENT SITTER,40,14,1,1,9,0,,,,
478742,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,2/28/2020,,9/10/2018,George Washington University Hospital,Washington,DC,PATIENT SITTER,40,14,1,1,9,0,,,,
478742,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Successful Completion Employed,2/28/2020,,9/10/2018,George Washington University Hospital,Washington,DC,PATIENT SITTER,40,14,1,1,9,0,,,,
478742,DC Infrastructure Academy,893,Unsubsidized Employment,9/10/2018,9/10/2018,Successful Completion,,,,,,,Successful Completion Employed,2/28/2020,,9/10/2018,George Washington University Hospital,Washington,DC,PATIENT SITTER,40,14,1,1,9,0,,,,
112450,DC Infrastructure Academy,101,Orientation,7/13/2018,7/13/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/21/2019,,                              ,,,,,,,,,,,,,,
94908,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
94908,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
94908,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
228151,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,6/16/2019,,6/16/2019,Tyson Project Management Group LLC,Washington,DC,associate,40,15,1,1,9,0,,,,
228151,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,6/16/2019,,6/16/2019,Tyson Project Management Group LLC,Washington,DC,associate,40,15,1,1,9,0,,,,
228151,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Successful Completion Employed,6/16/2019,,6/16/2019,Tyson Project Management Group LLC,Washington,DC,associate,40,15,1,1,9,0,,,,
117281,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
117281,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
117281,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
466316,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,9/1/2018,,9/1/2018,ARAMARK,Washington,DC,General utility specialist,40,15.8,1,1,9,0,721110,,,
466316,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,9/1/2018,,9/1/2018,ARAMARK,Washington,DC,General utility specialist,40,15.8,1,1,9,0,721110,,,
466316,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Successful Completion Employed,9/1/2018,,9/1/2018,ARAMARK,Washington,DC,General utility specialist,40,15.8,1,1,9,0,721110,,,
466316,DC Infrastructure Academy,893,Unsubsidized Employment,9/1/2018,9/1/2018,Successful Completion,,,,,,,Successful Completion Employed,9/1/2018,,9/1/2018,ARAMARK,Washington,DC,General utility specialist,40,15.8,1,1,9,0,721110,,,
156550,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
156550,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
156550,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
451476,DC Infrastructure Academy,138,Career Counseling,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
451476,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
451476,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
465312,DC Infrastructure Academy,138,Career Counseling,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
465312,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
465312,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
65345,DC Infrastructure Academy,138,Career Counseling,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
65345,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/16/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
65345,DC Infrastructure Academy,608,1K Opportunities,7/16/2018,7/17/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
190565,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,11/25/2019,,                              ,,,,,,,,,,,,,,
180010,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
49165,DC Infrastructure Academy,101,Orientation,8/20/2018,8/20/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,,,,                              ,,,,,,,,,,,,,,
49165,DC Infrastructure Academy,220,Job Readiness Training,8/20/2018,8/30/2018,Unsuccessful Completion - Dropped Out,Community Tech LLC,Work Readiness,,,,,,,,                              ,,,,,,,,,,,,,,
49165,DC Infrastructure Academy,608,1K Opportunities,8/20/2018,8/30/2018,Unsuccessful Completion - Dropped Out,,,,,,,,,,                              ,,,,,,,,,,,,,,
165756,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
165756,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/17/2018,7/17/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
165756,DC Infrastructure Academy,608,1K Opportunities,7/17/2018,7/17/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
9197,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,
9197,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,
9197,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,
9197,DC Infrastructure Academy,893,Unsubsidized Employment,7/20/2020,NA,,,,5,12/20/2019,,,,,,                              ,,,,,,,,,,,,,,
475439,DC Infrastructure Academy,101,Orientation,7/16/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
136930,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
136930,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
136930,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
169811,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
169811,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
169811,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
69682,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
69682,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/26/2018,7/27/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
69682,DC Infrastructure Academy,608,1K Opportunities,7/26/2018,7/27/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
240495,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
240495,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
240495,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
148260,DC Infrastructure Academy,101,Orientation,7/16/2018,7/16/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
148260,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/19/2018,7/20/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
148260,DC Infrastructure Academy,608,1K Opportunities,7/19/2018,7/20/2018,Successful Completion,,,,,,,Unknown Status,4/17/2020,,                              ,,,,,,,,,,,,,,
203787,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Successful Completion Employed,9/13/2018,,9/13/2018,Trueblue Inc,Salisbury,MD,Temp Worker,40,12.25,1,1,9,0,561311,,,
203787,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Successful Completion Employed,9/13/2018,,9/13/2018,Trueblue Inc,Salisbury,MD,Temp Worker,40,12.25,1,1,9,0,561311,,,
203787,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Successful Completion Employed,9/13/2018,,9/13/2018,Trueblue Inc,Salisbury,MD,Temp Worker,40,12.25,1,1,9,0,561311,,,
203787,DC Infrastructure Academy,328,Occupational Skills Training (Non-ITA),9/17/2018,10/23/2018,Unsuccessful Completion - Failed to Report,GRID Alternatives Mid-Atlantic,Solar Works,,,,,Successful Completion Employed,9/13/2018,,9/13/2018,Trueblue Inc,Salisbury,MD,Temp Worker,40,12.25,1,1,9,0,561311,,,
203787,DC Infrastructure Academy,893,Unsubsidized Employment,9/13/2018,9/13/2018,Successful Completion,,,,,,,Successful Completion Employed,9/13/2018,,9/13/2018,Trueblue Inc,Salisbury,MD,Temp Worker,40,12.25,1,1,9,0,561311,,,
474106,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
474106,DC Infrastructure Academy,313,Enrolled In State And Local Training,7/24/2018,7/25/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
474106,DC Infrastructure Academy,608,1K Opportunities,7/24/2018,7/25/2018,Successful Completion,,,,,,,Unknown Status,2/24/2020,,                              ,,,,,,,,,,,,,,
324274,DC Infrastructure Academy,101,Orientation,7/17/2018,7/17/2018,Successful Completion,DC Department of Employment Services,Services to Individuals Seeking Employment,,,,,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
324274,DC Infrastructure Academy,313,Enrolled In State And Local Training,8/7/2018,8/7/2018,Successful Completion,The Training Zone of the DMV,Flagger/OSHA 10 Safety Training,,,,,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
324274,DC Infrastructure Academy,608,1K Opportunities,8/14/2018,8/14/2018,Successful Completion,,,,,,,Unknown Status,6/19/2020,,                              ,,,,,,,,,,,,,,
